% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
3.942	1	1	395	3	2	28	549	0
3.942	1	2	395	3	3	28	549	0
3.942	1	4	395	3	4	28	549	0
3.943	1	3	395	4	1	28	549	0
3.943	1	1	395	4	2	28	549	0
3.943	1	2	395	4	3	28	549	0
3.943	1	4	395	4	4	28	549	0
3.944	1	3	395	5	1	28	549	0
3.944	1	1	395	5	2	28	549	0
3.944	1	2	395	5	3	28	549	0
3.944	1	4	395	5	4	28	549	0
3.945	1	3	395	6	1	28	549	0
3.945	1	1	395	6	2	28	549	0
3.945	1	2	395	6	3	28	549	0
3.945	1	4	395	6	4	28	549	0
3.946	1	3	395	7	1	28	549	0
3.946	1	1	395	7	2	28	549	0
3.946	1	2	395	7	3	28	549	0
3.946	1	4	395	7	4	28	549	0
3.947	1	3	395	8	1	28	549	0
3.947	1	1	395	8	2	28	549	0
3.947	1	2	395	8	3	28	549	0
3.947	1	4	395	8	4	28	549	0
3.948	1	3	395	9	1	28	549	0
3.948	1	1	395	9	2	28	549	0
3.948	1	2	395	9	3	28	549	0
3.948	1	4	395	9	4	28	549	0
3.949	1	3	395	10	1	28	549	0
3.949	1	1	395	10	2	28	549	0
3.949	1	2	395	10	3	28	549	0
3.949	1	4	395	10	4	28	549	0
3.95	1	3	396	1	1	28	549	0
3.95	1	1	396	1	2	28	549	0
3.95	1	2	396	1	3	28	549	0
3.95	1	4	396	1	4	28	549	0
3.951	1	3	396	2	1	28	549	0
3.951	1	1	396	2	2	28	549	0
3.951	1	2	396	2	3	28	549	0
3.951	1	4	396	2	4	28	549	0
3.952	1	3	396	3	1	28	549	0
3.952	1	1	396	3	2	28	549	0
3.952	1	2	396	3	3	28	549	0
3.952	1	4	396	3	4	28	549	0
3.953	1	3	396	4	1	28	549	0
3.953	1	1	396	4	2	28	549	0
3.953	1	2	396	4	3	28	549	0
3.953	1	4	396	4	4	28	549	0
3.954	1	3	396	5	1	28	549	0
3.954	1	1	396	5	2	28	549	0
3.954	1	2	396	5	3	28	549	0
3.954	1	4	396	5	4	28	549	0
3.955	1	3	396	6	1	28	549	0
3.955	1	1	396	6	2	28	549	0
3.955	1	2	396	6	3	28	549	0
3.955	1	4	396	6	4	28	549	0
3.956	1	3	396	7	1	28	549	0
3.956	1	1	396	7	2	28	549	0
3.956	1	2	396	7	3	28	549	0
3.956	1	4	396	7	4	28	549	0
3.957	1	3	396	8	1	28	549	0
3.957	1	1	396	8	2	28	549	0
3.957	1	2	396	8	3	28	549	0
3.957	1	4	396	8	4	28	549	0
3.958	1	3	396	9	1	28	549	0
3.958	1	1	396	9	2	28	549	0
3.958	1	2	396	9	3	28	549	0
3.958	1	4	396	9	4	28	549	0
3.959	1	3	396	10	1	28	549	0
3.959	1	1	396	10	2	28	549	0
3.959	1	2	396	10	3	28	549	0
3.959	1	4	396	10	4	28	549	0
3.96	1	3	397	1	1	28	549	0
3.96	1	1	397	1	2	28	549	0
3.96	1	2	397	1	3	28	549	0
3.96	1	4	397	1	4	28	549	0
3.961	1	3	397	2	1	28	549	0
3.961	1	1	397	2	2	28	549	0
3.961	1	2	397	2	3	28	549	0
3.961	1	4	397	2	4	28	549	0
3.962	1	3	397	3	1	28	549	0
3.962	1	1	397	3	2	28	549	0
3.962	1	2	397	3	3	28	549	0
3.962	1	4	397	3	4	28	549	0
3.963	1	3	397	4	1	28	549	0
3.963	1	1	397	4	2	28	549	0
3.963	1	2	397	4	3	28	549	0
3.963	1	4	397	4	4	28	549	0
3.964	1	3	397	5	1	28	549	0
3.964	1	1	397	5	2	28	549	0
3.964	1	2	397	5	3	28	549	0
3.964	1	4	397	5	4	28	549	0
3.965	1	3	397	6	1	28	549	0
3.965	1	1	397	6	2	28	549	0
3.965	1	2	397	6	3	28	549	0
3.965	1	4	397	6	4	28	549	0
3.966	1	3	397	7	1	28	549	0
3.966	1	1	397	7	2	28	549	0
3.966	1	2	397	7	3	28	549	0
3.966	1	4	397	7	4	28	549	0
3.967	1	3	397	8	1	28	549	0
3.967	1	1	397	8	2	28	549	0
3.967	1	2	397	8	3	28	549	0
3.967	1	4	397	8	4	28	549	0
3.968	1	3	397	9	1	28	549	0
3.968	1	1	397	9	2	28	549	0
3.968	1	2	397	9	3	28	549	0
3.968	1	4	397	9	4	28	549	0
3.969	1	3	397	10	1	28	549	0
3.969	1	1	397	10	2	28	549	0
3.969	1	2	397	10	3	28	549	0
3.969	1	4	397	10	4	28	549	0
3.97	1	3	398	1	1	28	549	0
3.97	1	1	398	1	2	28	549	0
3.97	1	2	398	1	3	28	549	0
3.97	1	4	398	1	4	28	549	0
3.971	1	3	398	2	1	28	549	0
3.971	1	1	398	2	2	28	549	0
3.971	1	2	398	2	3	28	549	0
3.971	1	4	398	2	4	28	549	0
3.972	1	3	398	3	1	28	549	0
3.972	1	1	398	3	2	28	549	0
3.972	1	2	398	3	3	28	549	0
3.972	1	4	398	3	4	28	549	0
3.973	1	3	398	4	1	28	549	0
3.973	1	1	398	4	2	28	549	0
3.973	1	2	398	4	3	28	549	0
3.973	1	4	398	4	4	28	549	0
3.974	1	3	398	5	1	28	549	0
3.974	1	1	398	5	2	28	549	0
3.974	1	2	398	5	3	28	549	0
3.974	1	4	398	5	4	28	549	0
3.975	1	3	398	6	1	28	549	0
3.975	1	1	398	6	2	28	549	0
3.975	1	2	398	6	3	28	549	0
3.975	1	4	398	6	4	28	549	0
3.976	1	3	398	7	1	28	549	0
3.976	1	1	398	7	2	28	549	0
3.976	1	2	398	7	3	28	549	0
3.976	1	4	398	7	4	28	549	0
3.977	1	3	398	8	1	28	549	0
3.977	1	1	398	8	2	28	549	0
3.977	1	2	398	8	3	28	549	0
3.977	1	4	398	8	4	28	549	0
3.978	1	3	398	9	1	28	549	0
3.978	1	1	398	9	2	28	549	0
3.978	1	2	398	9	3	28	549	0
3.978	1	4	398	9	4	28	549	0
3.979	1	3	398	10	1	28	549	0
3.979	1	1	398	10	2	28	549	0
3.979	1	2	398	10	3	28	549	0
3.979	1	4	398	10	4	28	549	0
3.98	1	3	399	1	1	28	549	0
3.98	1	1	399	1	2	28	549	0
3.98	1	2	399	1	3	28	549	0
3.98	1	4	399	1	4	28	549	0
3.981	1	3	399	2	1	28	549	0
3.981	1	1	399	2	2	28	549	0
3.981	1	2	399	2	3	28	549	0
3.981	1	4	399	2	4	28	549	0
3.982	1	3	399	3	1	28	549	0
3.982	1	1	399	3	2	28	549	0
3.982	1	2	399	3	3	28	549	0
3.982	1	4	399	3	4	28	549	0
3.983	1	3	399	4	1	28	549	0
3.983	1	1	399	4	2	28	549	0
3.983	1	2	399	4	3	28	549	0
3.983	1	4	399	4	4	28	549	0
3.984	1	3	399	5	1	28	549	0
3.984	1	1	399	5	2	28	549	0
3.984	1	2	399	5	3	28	549	0
3.984	1	4	399	5	4	28	549	0
3.985	1	3	399	6	1	28	549	0
3.985	1	1	399	6	2	28	549	0
3.985	1	2	399	6	3	28	549	0
3.985	1	4	399	6	4	28	549	0
3.986	1	3	399	7	1	28	549	0
3.986	1	1	399	7	2	28	549	0
3.986	1	2	399	7	3	28	549	0
3.986	1	4	399	7	4	28	549	0
3.987	1	3	399	8	1	28	549	0
3.987	1	1	399	8	2	28	549	0
3.987	1	2	399	8	3	28	549	0
3.987	1	4	399	8	4	28	549	0
3.988	1	3	399	9	1	28	549	0
3.988	1	1	399	9	2	28	549	0
3.988	1	2	399	9	3	28	549	0
3.988	1	4	399	9	4	28	549	0
3.989	1	3	399	10	1	28	549	0
3.989	1	1	399	10	2	28	549	0
3.989	1	2	399	10	3	28	549	0
3.989	1	4	399	10	4	28	549	0
3.99	1	3	400	1	1	28	549	0
3.99	1	1	400	1	2	28	549	0
3.99	1	2	400	1	3	28	549	0
3.99	1	4	400	1	4	28	549	0
3.991	1	3	400	2	1	28	549	0
3.991	1	1	400	2	2	28	549	0
3.991	1	2	400	2	3	28	549	0
3.991	1	4	400	2	4	28	549	0
3.992	1	3	400	3	1	28	549	0
3.992	1	1	400	3	2	28	549	0
3.992	1	2	400	3	3	28	549	0
3.992	1	4	400	3	4	28	549	0
3.993	1	3	400	4	1	28	549	0
3.993	1	1	400	4	2	28	549	0
3.993	1	2	400	4	3	28	549	0
3.993	1	4	400	4	4	28	549	0
3.994	1	3	400	5	1	28	549	0
3.994	1	1	400	5	2	28	549	0
3.994	1	2	400	5	3	28	549	0
3.994	1	4	400	5	4	28	549	0
3.995	1	3	400	6	1	28	549	0
3.995	1	1	400	6	2	28	549	0
3.995	1	2	400	6	3	28	549	0
3.995	1	4	400	6	4	28	549	0
3.996	1	3	400	7	1	28	549	0
3.996	1	1	400	7	2	28	549	0
3.996	1	2	400	7	3	28	549	0
3.996	1	4	400	7	4	28	549	0
3.997	1	3	400	8	1	28	549	0
3.997	1	1	400	8	2	28	549	0
3.997	1	2	400	8	3	28	549	0
3.997	1	4	400	8	4	28	549	0
3.998	1	3	400	9	1	28	549	0
3.998	1	1	400	9	2	28	549	0
3.998	1	2	400	9	3	28	549	0
3.998	1	4	400	9	4	28	549	0
3.999	1	3	400	10	1	28	549	0
3.999	1	1	400	10	2	28	549	0
3.999	1	2	400	10	3	28	549	0
3.999	1	4	400	10	4	28	549	0
4	1	3	401	1	1	28	549	0
4	1	1	401	1	2	28	549	0
4	1	2	401	1	3	28	549	0
4	1	4	401	1	4	28	549	0
4.001	1	3	401	2	1	28	549	0
4.001	1	1	401	2	2	28	549	0
4.001	1	2	401	2	3	28	549	0
4.001	1	4	401	2	4	28	549	0
4.002	1	3	401	3	1	28	549	0
4.002	1	1	401	3	2	28	549	0
4.002	1	2	401	3	3	28	549	0
4.002	1	4	401	3	4	28	549	0
4.003	1	3	401	4	1	28	549	0
4.003	1	1	401	4	2	28	549	0
4.003	1	2	401	4	3	28	549	0
4.003	1	4	401	4	4	28	549	0
4.004	1	3	401	5	1	28	549	0
4.004	1	1	401	5	2	28	549	0
4.004	1	2	401	5	3	28	549	0
4.004	1	4	401	5	4	28	549	0
4.005	1	3	401	6	1	28	549	0
4.005	1	1	401	6	2	28	549	0
4.005	1	2	401	6	3	28	549	0
4.005	1	4	401	6	4	28	549	0
4.006	1	3	401	7	1	28	549	0
4.006	1	1	401	7	2	28	549	0
4.006	1	2	401	7	3	28	549	0
4.006	1	4	401	7	4	28	549	0
4.007	1	3	401	8	1	28	549	0
4.007	1	1	401	8	2	28	549	0
4.007	1	2	401	8	3	28	549	0
4.007	1	4	401	8	4	28	549	0
4.008	1	3	401	9	1	28	549	0
4.008	1	1	401	9	2	28	549	0
4.008	1	2	401	9	3	28	549	0
4.008	1	4	401	9	4	28	549	0
4.009	1	3	401	10	1	28	549	0
4.009	1	1	401	10	2	28	549	0
4.009	1	2	401	10	3	28	549	0
4.009	1	4	401	10	4	28	549	0
4.01	1	3	402	1	1	28	549	0
4.01	1	1	402	1	2	28	549	0
4.01	1	2	402	1	3	28	549	0
4.01	1	4	402	1	4	28	549	0
4.011	1	3	402	2	1	28	549	0
4.011	1	1	402	2	2	28	549	0
4.011	1	2	402	2	3	28	549	0
4.011	1	4	402	2	4	28	549	0
4.012	1	3	402	3	1	28	549	0
4.012	1	1	402	3	2	28	549	0
4.012	1	2	402	3	3	28	549	0
4.012	1	4	402	3	4	28	549	0
4.013	1	3	402	4	1	28	549	0
4.013	1	1	402	4	2	28	549	0
4.013	1	2	402	4	3	28	549	0
4.013	1	4	402	4	4	28	549	0
4.014	1	3	402	5	1	28	549	0
4.014	1	1	402	5	2	28	549	0
4.014	1	2	402	5	3	28	549	0
4.014	1	4	402	5	4	28	549	0
4.015	1	3	402	6	1	28	549	0
4.015	1	1	402	6	2	28	549	0
4.015	1	2	402	6	3	28	549	0
4.015	1	4	402	6	4	28	549	0
4.016	1	3	402	7	1	28	549	0
4.016	1	1	402	7	2	28	549	0
4.016	1	2	402	7	3	28	549	0
4.016	1	4	402	7	4	28	549	0
4.017	1	3	402	8	1	28	549	0
4.017	1	1	402	8	2	28	549	0
4.017	1	2	402	8	3	28	549	0
4.017	1	4	402	8	4	28	549	0
4.018	1	3	402	9	1	28	549	0
4.018	1	1	402	9	2	28	549	0
4.018	1	2	402	9	3	28	549	0
4.018	1	4	402	9	4	28	549	0
4.019	1	3	402	10	1	28	549	0
4.019	1	1	402	10	2	28	549	0
4.019	1	2	402	10	3	28	549	0
4.019	1	4	402	10	4	28	549	0
4.02	1	3	403	1	1	28	549	0
4.02	1	1	403	1	2	28	549	0
4.02	1	2	403	1	3	28	549	0
4.02	1	4	403	1	4	28	549	0
4.021	1	3	403	2	1	28	549	0
4.021	1	1	403	2	2	28	549	0
4.021	1	2	403	2	3	28	549	0
4.021	1	4	403	2	4	28	549	0
4.022	1	3	403	3	1	28	549	0
4.022	1	1	403	3	2	28	549	0
4.022	1	2	403	3	3	28	549	0
4.022	1	4	403	3	4	28	549	0
4.023	1	3	403	4	1	28	549	0
4.023	1	1	403	4	2	28	549	0
4.023	1	2	403	4	3	28	549	0
4.023	1	4	403	4	4	28	549	0
4.024	1	3	403	5	1	28	549	0
4.024	1	1	403	5	2	28	549	0
4.024	1	2	403	5	3	28	549	0
4.024	1	4	403	5	4	28	549	0
4.025	1	3	403	6	1	28	549	0
4.025	1	1	403	6	2	28	549	0
4.025	1	2	403	6	3	28	549	0
4.025	1	4	403	6	4	28	549	0
4.026	1	3	403	7	1	28	549	0
4.026	1	1	403	7	2	28	549	0
4.026	1	2	403	7	3	28	549	0
4.026	1	4	403	7	4	28	549	0
4.027	1	3	403	8	1	28	549	0
4.027	1	1	403	8	2	28	549	0
4.027	1	2	403	8	3	28	549	0
4.027	1	4	403	8	4	28	549	0
4.028	1	3	403	9	1	28	549	0
4.028	1	1	403	9	2	28	549	0
4.028	1	2	403	9	3	28	549	0
4.028	1	4	403	9	4	28	549	0
4.029	1	3	403	10	1	28	549	0
4.029	1	1	403	10	2	28	549	0
4.029	1	2	403	10	3	28	549	0
4.029	1	4	403	10	4	28	549	0
4.03	1	3	404	1	1	28	549	0
4.03	1	1	404	1	2	28	549	0
4.03	1	2	404	1	3	28	549	0
4.03	1	4	404	1	4	28	549	0
4.031	1	3	404	2	1	28	549	0
4.031	1	1	404	2	2	28	549	0
4.031	1	2	404	2	3	28	549	0
4.031	1	4	404	2	4	28	549	0
4.032	1	3	404	3	1	28	549	0
4.032	1	1	404	3	2	28	549	0
4.032	1	2	404	3	3	28	549	0
4.032	1	4	404	3	4	28	549	0
4.033	1	3	404	4	1	28	549	0
4.033	1	1	404	4	2	28	549	0
4.033	1	2	404	4	3	28	549	0
4.033	1	4	404	4	4	28	549	0
4.034	1	3	404	5	1	28	549	0
4.034	1	1	404	5	2	28	549	0
4.034	1	2	404	5	3	28	549	0
4.034	1	4	404	5	4	28	549	0
4.035	1	3	404	6	1	28	549	0
4.035	1	1	404	6	2	28	549	0
4.035	1	2	404	6	3	28	549	0
4.035	1	4	404	6	4	28	549	0
4.036	1	3	404	7	1	28	549	0
4.036	1	1	404	7	2	28	549	0
4.036	1	2	404	7	3	28	549	0
4.036	1	4	404	7	4	28	549	0
4.037	1	3	404	8	1	28	549	0
4.037	1	1	404	8	2	28	549	0
4.037	1	2	404	8	3	28	549	0
4.037	1	4	404	8	4	28	549	0
4.038	1	3	404	9	1	28	549	0
4.038	1	1	404	9	2	28	549	0
4.038	1	2	404	9	3	28	549	0
4.038	1	4	404	9	4	28	549	0
4.039	1	3	404	10	1	28	549	0
4.039	1	1	404	10	2	28	549	0
4.039	1	2	404	10	3	28	549	0
4.039	1	4	404	10	4	28	549	0
4.04	1	3	405	1	1	28	549	0
4.04	1	1	405	1	2	28	549	0
4.04	1	2	405	1	3	28	549	0
4.04	1	4	405	1	4	28	549	0
4.041	1	3	405	2	1	28	549	0
4.041	1	1	405	2	2	28	549	0
4.041	1	2	405	2	3	28	549	0
4.041	1	4	405	2	4	28	549	0
4.042	1	3	405	3	1	28	549	0
4.042	1	1	405	3	2	28	549	0
4.042	1	2	405	3	3	28	549	0
4.042	1	4	405	3	4	28	549	0
4.043	1	3	405	4	1	28	549	0
4.043	1	1	405	4	2	28	549	0
4.043	1	2	405	4	3	28	549	0
4.043	1	4	405	4	4	28	549	0
4.044	1	3	405	5	1	28	549	0
4.044	1	1	405	5	2	28	549	0
4.044	1	2	405	5	3	28	549	0
4.044	1	4	405	5	4	28	549	0
4.045	1	3	405	6	1	28	549	0
4.045	1	1	405	6	2	28	549	0
4.045	1	2	405	6	3	28	549	0
4.045	1	4	405	6	4	28	549	0
4.046	1	3	405	7	1	28	549	0
4.046	1	1	405	7	2	28	549	0
4.046	1	2	405	7	3	28	549	0
4.046	1	4	405	7	4	28	549	0
4.047	1	3	405	8	1	28	549	0
4.047	1	1	405	8	2	28	549	0
4.047	1	2	405	8	3	28	549	0
4.047	1	4	405	8	4	28	549	0
4.048	1	3	405	9	1	28	549	0
4.048	1	1	405	9	2	28	549	0
4.048	1	2	405	9	3	28	549	0
4.048	1	4	405	9	4	28	549	0
4.049	1	3	405	10	1	28	549	0
4.049	1	1	405	10	2	28	549	0
4.049	1	2	405	10	3	28	549	0
4.049	1	4	405	10	4	28	549	0
4.05	1	3	406	1	1	28	549	0
4.05	1	1	406	1	2	28	549	0
4.05	1	2	406	1	3	28	549	0
4.05	1	4	406	1	4	28	549	0
4.051	1	3	406	2	1	28	549	0
4.051	1	1	406	2	2	28	549	0
4.051	1	2	406	2	3	28	549	0
4.051	1	4	406	2	4	28	549	0
4.052	1	3	406	3	1	28	549	0
4.052	1	1	406	3	2	28	549	0
4.052	1	2	406	3	3	28	549	0
4.052	1	4	406	3	4	28	549	0
4.053	1	3	406	4	1	28	549	0
4.053	1	1	406	4	2	28	549	0
4.053	1	2	406	4	3	28	549	0
4.053	1	4	406	4	4	28	549	0
4.054	1	3	406	5	1	28	549	0
4.054	1	1	406	5	2	28	549	0
4.054	1	2	406	5	3	28	549	0
4.054	1	4	406	5	4	28	549	0
4.055	1	3	406	6	1	28	549	0
4.055	1	1	406	6	2	28	549	0
4.055	1	2	406	6	3	28	549	0
4.055	1	4	406	6	4	28	549	0
4.056	1	3	406	7	1	28	549	0
4.056	1	1	406	7	2	28	549	0
4.056	1	2	406	7	3	28	549	0
4.056	1	4	406	7	4	28	549	0
4.057	1	3	406	8	1	28	549	0
4.057	1	1	406	8	2	28	549	0
4.057	1	2	406	8	3	28	549	0
4.057	1	4	406	8	4	28	549	0
4.058	1	3	406	9	1	28	549	0
4.058	1	1	406	9	2	28	549	0
4.058	1	2	406	9	3	28	549	0
4.058	1	4	406	9	4	28	549	0
4.059	1	3	406	10	1	28	549	0
4.059	1	1	406	10	2	28	549	0
4.059	1	2	406	10	3	28	549	0
4.059	1	4	406	10	4	28	549	0
4.06	1	3	407	1	1	28	549	0
4.06	1	1	407	1	2	28	549	0
4.06	1	2	407	1	3	28	549	0
4.06	1	4	407	1	4	28	549	0
4.061	1	3	407	2	1	28	549	0
4.061	1	1	407	2	2	28	549	0
4.061	1	2	407	2	3	28	549	0
4.061	1	4	407	2	4	28	549	0
4.062	1	3	407	3	1	28	549	0
4.062	1	1	407	3	2	28	549	0
4.062	1	2	407	3	3	28	549	0
4.062	1	4	407	3	4	28	549	0
4.063	1	3	407	4	1	28	549	0
4.063	1	1	407	4	2	28	549	0
4.063	1	2	407	4	3	28	549	0
4.063	1	4	407	4	4	28	549	0
4.064	1	3	407	5	1	28	549	0
4.064	1	1	407	5	2	28	549	0
4.064	1	2	407	5	3	28	549	0
4.064	1	4	407	5	4	28	549	0
4.065	1	3	407	6	1	28	549	0
4.065	1	1	407	6	2	28	549	0
4.065	1	2	407	6	3	28	549	0
4.065	1	4	407	6	4	28	549	0
4.066	1	3	407	7	1	28	549	0
4.066	1	1	407	7	2	28	549	0
4.066	1	2	407	7	3	28	549	0
4.066	1	4	407	7	4	28	549	0
4.067	1	3	407	8	1	28	549	0
4.067	1	1	407	8	2	28	549	0
4.067	1	2	407	8	3	28	549	0
4.067	1	4	407	8	4	28	549	0
4.068	1	3	407	9	1	28	549	0
4.068	1	1	407	9	2	28	549	0
4.068	1	2	407	9	3	28	549	0
4.068	1	4	407	9	4	28	549	0
4.069	1	3	407	10	1	28	549	0
4.069	1	1	407	10	2	28	549	0
4.069	1	2	407	10	3	28	549	0
4.069	1	4	407	10	4	28	549	0
4.07	1	3	408	1	1	28	549	0
4.07	1	1	408	1	2	28	549	0
4.07	1	2	408	1	3	28	549	0
4.07	1	4	408	1	4	28	549	0
4.071	1	3	408	2	1	28	549	0
4.071	1	1	408	2	2	28	549	0
4.071	1	2	408	2	3	28	549	0
4.071	1	4	408	2	4	28	549	0
4.072	1	3	408	3	1	28	549	0
4.072	1	1	408	3	2	28	549	0
4.072	1	2	408	3	3	28	549	0
4.072	1	4	408	3	4	28	549	0
4.073	1	3	408	4	1	28	549	0
4.073	1	1	408	4	2	28	549	0
4.073	1	2	408	4	3	28	549	0
4.073	1	4	408	4	4	28	549	0
4.074	1	3	408	5	1	28	549	0
4.074	1	1	408	5	2	28	549	0
4.074	1	2	408	5	3	28	549	0
4.074	1	4	408	5	4	28	549	0
4.075	1	3	408	6	1	28	549	0
4.075	1	1	408	6	2	28	549	0
4.075	1	2	408	6	3	28	549	0
4.075	1	4	408	6	4	28	549	0
4.076	1	3	408	7	1	28	549	0
4.076	1	1	408	7	2	28	549	0
4.076	1	2	408	7	3	28	549	0
4.076	1	4	408	7	4	28	549	0
4.077	1	3	408	8	1	28	549	0
4.077	1	1	408	8	2	28	549	0
4.077	1	2	408	8	3	28	549	0
4.077	1	4	408	8	4	28	549	0
4.078	1	3	408	9	1	28	549	0
4.078	1	1	408	9	2	28	549	0
4.078	1	2	408	9	3	28	549	0
4.078	1	4	408	9	4	28	549	0
4.079	1	3	408	10	1	28	549	0
4.079	1	1	408	10	2	28	549	0
4.079	1	2	408	10	3	28	549	0
4.079	1	4	408	10	4	28	549	0
4.08	1	3	409	1	1	28	549	0
4.08	1	1	409	1	2	28	549	0
4.08	1	2	409	1	3	28	549	0
4.08	1	4	409	1	4	28	549	0
4.081	1	3	409	2	1	28	549	0
4.081	1	1	409	2	2	28	549	0
4.081	1	2	409	2	3	28	549	0
4.081	1	4	409	2	4	28	549	0
4.082	1	3	409	3	1	28	549	0
4.082	1	1	409	3	2	28	549	0
4.082	1	2	409	3	3	28	549	0
4.082	1	4	409	3	4	28	549	0
4.083	1	3	409	4	1	28	549	0
4.083	1	1	409	4	2	28	549	0
4.083	1	2	409	4	3	28	549	0
4.083	1	4	409	4	4	28	549	0
4.084	1	3	409	5	1	28	549	0
4.084	1	1	409	5	2	28	549	0
4.084	1	2	409	5	3	28	549	0
4.084	1	4	409	5	4	28	549	0
4.085	1	3	409	6	1	28	549	0
4.085	1	1	409	6	2	28	549	0
4.085	1	2	409	6	3	28	549	0
4.085	1	4	409	6	4	28	549	0
4.086	1	3	409	7	1	28	549	0
4.086	1	1	409	7	2	28	549	0
4.086	1	2	409	7	3	28	549	0
4.086	1	4	409	7	4	28	549	0
4.087	1	3	409	8	1	28	549	0
4.087	1	1	409	8	2	28	549	0
4.087	1	2	409	8	3	28	549	0
4.087	1	4	409	8	4	28	549	0
4.088	1	3	409	9	1	28	549	0
4.088	1	1	409	9	2	28	549	0
4.088	1	2	409	9	3	28	549	0
4.088	1	4	409	9	4	28	549	0
4.089	1	3	409	10	1	28	549	0
4.089	1	1	409	10	2	28	549	0
4.089	1	2	409	10	3	28	549	0
4.089	1	4	409	10	4	28	549	0
4.09	1	3	410	1	1	28	549	0
4.09	1	1	410	1	2	28	549	0
4.09	1	2	410	1	3	28	549	0
4.09	1	4	410	1	4	28	549	0
4.091	1	3	410	2	1	28	549	0
4.091	1	1	410	2	2	28	549	0
4.091	1	2	410	2	3	28	549	0
4.091	1	4	410	2	4	28	549	0
4.092	1	3	410	3	1	28	549	0
4.092	1	1	410	3	2	28	549	0
4.092	1	2	410	3	3	28	549	0
4.092	1	4	410	3	4	28	549	0
4.093	1	3	410	4	1	28	549	0
4.093	1	1	410	4	2	28	549	0
4.093	1	2	410	4	3	28	549	0
4.093	1	4	410	4	4	28	549	0
4.094	1	3	410	5	1	28	549	0
4.094	1	1	410	5	2	28	549	0
4.094	1	2	410	5	3	28	549	0
4.094	1	4	410	5	4	28	549	0
4.095	1	3	410	6	1	28	549	0
4.095	1	1	410	6	2	28	549	0
4.095	1	2	410	6	3	28	549	0
4.095	1	4	410	6	4	28	549	0
4.096	1	3	410	7	1	28	549	0
4.096	1	1	410	7	2	28	549	0
4.096	1	2	410	7	3	28	549	0
4.096	1	4	410	7	4	28	549	0
4.097	1	3	410	8	1	28	549	0
4.097	1	1	410	8	2	28	549	0
4.097	1	2	410	8	3	28	549	0
4.097	1	4	410	8	4	28	549	0
4.098	1	3	410	9	1	28	549	0
4.098	1	1	410	9	2	28	549	0
4.098	1	2	410	9	3	28	549	0
4.098	1	4	410	9	4	28	549	0
4.099	1	3	410	10	1	28	549	0
4.099	1	1	410	10	2	28	549	0
4.099	1	2	410	10	3	28	549	0
4.099	1	4	410	10	4	28	549	0
4.1	1	3	411	1	1	28	549	0
4.1	1	1	411	1	2	28	549	0
4.1	1	2	411	1	3	28	549	0
4.1	1	4	411	1	4	28	549	0
4.101	1	3	411	2	1	28	549	0
4.101	1	1	411	2	2	28	549	0
4.101	1	2	411	2	3	28	549	0
4.101	1	4	411	2	4	28	549	0
4.102	1	3	411	3	1	28	549	0
4.102	1	1	411	3	2	28	549	0
4.102	1	2	411	3	3	28	549	0
4.102	1	4	411	3	4	28	549	0
4.103	1	3	411	4	1	28	549	0
4.103	1	1	411	4	2	28	549	0
4.103	1	2	411	4	3	28	549	0
4.103	1	4	411	4	4	28	549	0
4.104	1	3	411	5	1	28	549	0
4.104	1	1	411	5	2	28	549	0
4.104	1	2	411	5	3	28	549	0
4.104	1	4	411	5	4	28	549	0
4.105	1	3	411	6	1	28	549	0
4.105	1	1	411	6	2	28	549	0
4.105	1	2	411	6	3	28	549	0
4.105	1	4	411	6	4	28	549	0
4.106	1	3	411	7	1	28	549	0
4.106	1	1	411	7	2	28	549	0
4.106	1	2	411	7	3	28	549	0
4.106	1	4	411	7	4	28	549	0
4.107	1	3	411	8	1	28	549	0
4.107	1	1	411	8	2	28	549	0
4.107	1	2	411	8	3	28	549	0
4.107	1	4	411	8	4	28	549	0
4.108	1	3	411	9	1	28	549	0
4.108	1	1	411	9	2	28	549	0
4.108	1	2	411	9	3	28	549	0
4.108	1	4	411	9	4	28	549	0
4.109	1	3	411	10	1	28	549	0
4.109	1	1	411	10	2	28	549	0
4.109	1	2	411	10	3	28	549	0
4.109	1	4	411	10	4	28	549	0
4.11	1	3	412	1	1	28	549	0
4.11	1	1	412	1	2	28	549	0
4.11	1	2	412	1	3	28	549	0
4.11	1	4	412	1	4	28	549	0
4.111	1	3	412	2	1	28	549	0
4.111	1	1	412	2	2	28	549	0
4.111	1	2	412	2	3	28	549	0
4.111	1	4	412	2	4	28	549	0
4.112	1	3	412	3	1	28	549	0
4.112	1	1	412	3	2	28	549	0
4.112	1	2	412	3	3	28	549	0
4.112	1	4	412	3	4	28	549	0
4.113	1	3	412	4	1	28	549	0
4.113	1	1	412	4	2	28	549	0
4.113	1	2	412	4	3	28	549	0
4.113	1	4	412	4	4	28	549	0
4.114	1	3	412	5	1	28	549	0
4.114	1	1	412	5	2	28	549	0
4.114	1	2	412	5	3	28	549	0
4.114	1	4	412	5	4	28	549	0
4.115	1	3	412	6	1	28	549	0
4.115	1	1	412	6	2	28	549	0
4.115	1	2	412	6	3	28	549	0
4.115	1	4	412	6	4	28	549	0
4.116	1	3	412	7	1	28	549	0
4.116	1	1	412	7	2	28	549	0
4.116	1	2	412	7	3	28	549	0
