% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
4.391	1	2	440	2	3	28	2196	0	0	0
4.392	1	4	440	3	4	28	2196	0	0	0
4.393	1	3	440	4	1	28	2196	0	0	0
4.394	1	1	440	5	2	28	2196	0	0	0
4.395	1	2	440	6	3	28	2196	0	0	0
4.396	1	4	440	7	4	28	2196	0	0	0
4.397	1	3	440	8	1	28	2196	0	0	0
4.398	1	1	440	9	2	28	2196	0	0	0
4.399	1	2	440	10	3	28	2196	0	0	0
4.4	1	4	441	1	4	28	2196	0	0	0
4.401	1	3	441	2	1	28	2196	0	0	0
4.402	1	1	441	3	2	28	2196	0	0	0
4.403	1	2	441	4	3	28	2196	0	0	0
4.404	1	4	441	5	4	28	2196	0	0	0
4.405	1	3	441	6	1	28	2196	0	0	0
4.406	1	1	441	7	2	28	2196	0	0	0
4.407	1	2	441	8	3	28	2196	0	0	0
4.408	1	4	441	9	4	28	2196	0	0	0
4.409	1	3	441	10	1	28	2196	0	0	0
4.41	1	1	442	1	2	28	2196	0	0	0
4.411	1	2	442	2	3	28	2196	0	0	0
4.412	1	4	442	3	4	28	2196	0	0	0
4.413	1	3	442	4	1	28	2196	0	0	0
4.414	1	1	442	5	2	28	2196	0	0	0
4.415	1	2	442	6	3	28	2196	0	0	0
4.416	1	4	442	7	4	28	2196	0	0	0
4.417	1	3	442	8	1	28	2196	0	0	0
4.418	1	1	442	9	2	28	2196	0	0	0
4.419	1	2	442	10	3	28	2196	0	0	0
4.42	1	4	443	1	4	28	2196	0	0	0
4.421	1	3	443	2	1	28	2196	0	0	0
4.422	1	1	443	3	2	28	2196	0	0	0
4.423	1	2	443	4	3	28	2196	0	0	0
4.424	1	4	443	5	4	28	2196	0	0	0
4.425	1	3	443	6	1	28	2196	0	0	0
4.426	1	1	443	7	2	28	2196	0	0	0
4.427	1	2	443	8	3	28	2196	0	0	0
4.428	1	4	443	9	4	28	2196	0	0	0
4.429	1	3	443	10	1	28	2196	0	0	0
4.43	1	1	444	1	2	28	2196	0	0	0
4.431	1	2	444	2	3	28	2196	0	0	0
4.432	1	4	444	3	4	28	2196	0	0	0
4.433	1	3	444	4	1	28	2196	0	0	0
4.434	1	1	444	5	2	28	2196	0	0	0
4.435	1	2	444	6	3	28	2196	0	0	0
4.436	1	4	444	7	4	28	2196	0	0	0
4.437	1	3	444	8	1	28	2196	0	0	0
4.438	1	1	444	9	2	28	2196	0	0	0
4.439	1	2	444	10	3	28	2196	0	0	0
4.44	1	4	445	1	4	28	2196	0	0	0
4.441	1	3	445	2	1	28	2196	0	0	0
4.442	1	1	445	3	2	28	2196	0	0	0
4.443	1	2	445	4	3	28	2196	0	0	0
4.444	1	4	445	5	4	28	2196	0	0	0
4.445	1	3	445	6	1	28	2196	0	0	0
4.446	1	1	445	7	2	28	2196	0	0	0
4.447	1	2	445	8	3	28	2196	0	0	0
4.448	1	4	445	9	4	28	2196	0	0	0
4.449	1	3	445	10	1	28	2196	0	0	0
4.45	1	1	446	1	2	28	2196	0	0	0
4.451	1	2	446	2	3	28	2196	0	0	0
4.452	1	4	446	3	4	28	2196	0	0	0
4.453	1	3	446	4	1	28	2196	0	0	0
4.454	1	1	446	5	2	28	2196	0	0	0
4.455	1	2	446	6	3	28	2196	0	0	0
4.456	1	4	446	7	4	28	2196	0	0	0
4.457	1	3	446	8	1	28	2196	0	0	0
4.458	1	1	446	9	2	28	2196	0	0	0
4.459	1	2	446	10	3	28	2196	0	0	0
4.46	1	4	447	1	4	28	2196	0	0	0
4.461	1	3	447	2	1	28	2196	0	0	0
4.462	1	1	447	3	2	28	2196	0	0	0
4.463	1	2	447	4	3	28	2196	0	0	0
4.464	1	4	447	5	4	28	2196	0	0	0
4.465	1	3	447	6	1	28	2196	0	0	0
4.466	1	1	447	7	2	28	2196	0	0	0
4.467	1	2	447	8	3	28	2196	0	0	0
4.468	1	4	447	9	4	28	2196	0	0	0
4.469	1	3	447	10	1	28	2196	0	0	0
4.47	1	1	448	1	2	28	2196	0	0	0
4.471	1	2	448	2	3	28	2196	0	0	0
4.472	1	4	448	3	4	28	2196	0	0	0
4.473	1	3	448	4	1	28	2196	0	0	0
4.474	1	1	448	5	2	28	2196	0	0	0
4.475	1	2	448	6	3	28	2196	0	0	0
4.476	1	4	448	7	4	28	2196	0	0	0
4.477	1	3	448	8	1	28	2196	0	0	0
4.478	1	1	448	9	2	28	2196	0	0	0
4.479	1	2	448	10	3	28	2196	0	0	0
4.48	1	4	449	1	4	28	2196	0	0	0
4.481	1	3	449	2	1	28	2196	0	0	0
4.482	1	1	449	3	2	28	2196	0	0	0
4.483	1	2	449	4	3	28	2196	0	0	0
4.484	1	4	449	5	4	28	2196	0	0	0
4.485	1	3	449	6	1	28	2196	0	0	0
4.486	1	1	449	7	2	28	2196	0	0	0
4.487	1	2	449	8	3	28	2196	0	0	0
4.488	1	4	449	9	4	28	2196	0	0	0
4.489	1	3	449	10	1	28	2196	0	0	0
4.49	1	1	450	1	2	28	2196	0	0	0
4.491	1	2	450	2	3	28	2196	0	0	0
4.492	1	4	450	3	4	28	2196	0	0	0
4.493	1	3	450	4	1	28	2196	0	0	0
4.494	1	1	450	5	2	28	2196	0	0	0
4.495	1	2	450	6	3	28	2196	0	0	0
4.496	1	4	450	7	4	28	2196	0	0	0
4.497	1	3	450	8	1	28	2196	0	0	0
4.498	1	1	450	9	2	28	2196	0	0	0
4.499	1	2	450	10	3	28	2196	0	0	0
4.5	1	4	451	1	4	28	2196	0	0	0
4.501	1	3	451	2	1	28	2196	0	0	0
4.502	1	1	451	3	2	28	2196	0	0	0
4.503	1	2	451	4	3	28	2196	0	0	0
4.504	1	4	451	5	4	28	2196	0	0	0
4.505	1	3	451	6	1	28	2196	0	0	0
4.506	1	1	451	7	2	28	2196	0	0	0
4.507	1	2	451	8	3	28	2196	0	0	0
4.508	1	4	451	9	4	28	2196	0	0	0
4.509	1	3	451	10	1	28	2196	0	0	0
4.51	1	1	452	1	2	28	2196	0	0	0
4.511	1	2	452	2	3	28	2196	0	0	0
4.512	1	4	452	3	4	28	2196	0	0	0
4.513	1	3	452	4	1	28	2196	0	0	0
4.514	1	1	452	5	2	28	2196	0	0	0
4.515	1	2	452	6	3	28	2196	0	0	0
4.516	1	4	452	7	4	28	2196	0	0	0
4.517	1	3	452	8	1	28	2196	0	0	0
4.518	1	1	452	9	2	28	2196	0	0	0
4.519	1	2	452	10	3	28	2196	0	0	0
4.52	1	4	453	1	4	28	2196	0	0	0
4.521	1	3	453	2	1	28	2196	0	0	0
4.522	1	1	453	3	2	28	2196	0	0	0
4.523	1	2	453	4	3	28	2196	0	0	0
4.524	1	4	453	5	4	28	2196	0	0	0
4.525	1	3	453	6	1	28	2196	0	0	0
4.526	1	1	453	7	2	28	2196	0	0	0
4.527	1	2	453	8	3	28	2196	0	0	0
4.528	1	4	453	9	4	28	2196	0	0	0
4.529	1	3	453	10	1	28	2196	0	0	0
4.53	1	1	454	1	2	28	2196	0	0	0
4.531	1	2	454	2	3	28	2196	0	0	0
4.532	1	4	454	3	4	28	2196	0	0	0
4.533	1	3	454	4	1	28	2196	0	0	0
4.534	1	1	454	5	2	28	2196	0	0	0
4.535	1	2	454	6	3	28	2196	0	0	0
4.536	1	4	454	7	4	28	2196	0	0	0
4.537	1	3	454	8	1	28	2196	0	0	0
4.538	1	1	454	9	2	28	2196	0	0	0
4.539	1	2	454	10	3	28	2196	0	0	0
4.54	1	4	455	1	4	28	2196	0	0	0
4.541	1	3	455	2	1	28	2196	0	0	0
4.542	1	1	455	3	2	28	2196	0	0	0
4.543	1	2	455	4	3	28	2196	0	0	0
4.544	1	4	455	5	4	28	2196	0	0	0
4.545	1	3	455	6	1	28	2196	0	0	0
4.546	1	1	455	7	2	28	2196	0	0	0
4.547	1	2	455	8	3	28	2196	0	0	0
4.548	1	4	455	9	4	28	2196	0	0	0
4.549	1	3	455	10	1	28	2196	0	0	0
4.55	1	1	456	1	2	28	2196	0	0	0
4.551	1	2	456	2	3	28	2196	0	0	0
4.552	1	4	456	3	4	28	2196	0	0	0
4.553	1	3	456	4	1	28	2196	0	0	0
4.554	1	1	456	5	2	28	2196	0	0	0
4.555	1	2	456	6	3	28	2196	0	0	0
4.556	1	4	456	7	4	28	2196	0	0	0
4.557	1	3	456	8	1	28	2196	0	0	0
4.558	1	1	456	9	2	28	2196	0	0	0
4.559	1	2	456	10	3	28	2196	0	0	0
4.56	1	4	457	1	4	28	2196	0	0	0
4.561	1	3	457	2	1	28	2196	0	0	0
4.562	1	1	457	3	2	28	2196	0	0	0
4.563	1	2	457	4	3	28	2196	0	0	0
4.564	1	4	457	5	4	28	2196	0	0	0
4.565	1	3	457	6	1	28	2196	0	0	0
4.566	1	1	457	7	2	28	2196	0	0	0
4.567	1	2	457	8	3	28	2196	0	0	0
4.568	1	4	457	9	4	28	2196	0	0	0
4.569	1	3	457	10	1	28	2196	0	0	0
4.57	1	1	458	1	2	28	2196	0	0	0
4.571	1	2	458	2	3	28	2196	0	0	0
4.572	1	4	458	3	4	28	2196	0	0	0
4.573	1	3	458	4	1	28	2196	0	0	0
4.574	1	1	458	5	2	28	2196	0	0	0
4.575	1	2	458	6	3	28	2196	0	0	0
4.576	1	4	458	7	4	28	2196	0	0	0
4.577	1	3	458	8	1	28	2196	0	0	0
4.578	1	1	458	9	2	28	2196	0	0	0
4.579	1	2	458	10	3	28	2196	0	0	0
4.58	1	4	459	1	4	28	2196	0	0	0
4.581	1	3	459	2	1	28	2196	0	0	0
4.582	1	1	459	3	2	28	2196	0	0	0
4.583	1	2	459	4	3	28	2196	0	0	0
4.584	1	4	459	5	4	28	2196	0	0	0
4.585	1	3	459	6	1	28	2196	0	0	0
4.586	1	1	459	7	2	28	2196	0	0	0
4.587	1	2	459	8	3	28	2196	0	0	0
4.588	1	4	459	9	4	28	2196	0	0	0
4.589	1	3	459	10	1	28	2196	0	0	0
4.59	1	1	460	1	2	28	2196	0	0	0
4.591	1	2	460	2	3	28	2196	0	0	0
4.592	1	4	460	3	4	28	2196	0	0	0
4.593	1	3	460	4	1	28	2196	0	0	0
4.594	1	1	460	5	2	28	2196	0	0	0
4.595	1	2	460	6	3	28	2196	0	0	0
4.596	1	4	460	7	4	28	2196	0	0	0
4.597	1	3	460	8	1	28	2196	0	0	0
4.598	1	1	460	9	2	28	2196	0	0	0
4.599	1	2	460	10	3	28	2196	0	0	0
4.6	1	4	461	1	4	28	2196	0	0	0
4.601	1	3	461	2	1	28	2196	0	0	0
4.602	1	1	461	3	2	28	2196	0	0	0
4.603	1	2	461	4	3	28	2196	0	0	0
4.604	1	4	461	5	4	28	2196	0	0	0
4.605	1	3	461	6	1	28	2196	0	0	0
4.606	1	1	461	7	2	28	2196	0	0	0
4.607	1	2	461	8	3	28	2196	0	0	0
4.608	1	4	461	9	4	28	2196	0	0	0
4.609	1	3	461	10	1	28	2196	0	0	0
4.61	1	1	462	1	2	28	2196	0	0	0
4.611	1	2	462	2	3	28	2196	0	0	0
4.612	1	4	462	3	4	28	2196	0	0	0
4.613	1	3	462	4	1	28	2196	0	0	0
4.614	1	1	462	5	2	28	2196	0	0	0
4.615	1	2	462	6	3	28	2196	0	0	0
4.616	1	4	462	7	4	28	2196	0	0	0
4.617	1	3	462	8	1	28	2196	0	0	0
4.618	1	1	462	9	2	28	2196	0	0	0
4.619	1	2	462	10	3	28	2196	0	0	0
4.62	1	4	463	1	4	28	2196	0	0	0
4.621	1	3	463	2	1	28	2196	0	0	0
4.622	1	1	463	3	2	28	2196	0	0	0
4.623	1	2	463	4	3	28	2196	0	0	0
4.624	1	4	463	5	4	28	2196	0	0	0
4.625	1	3	463	6	1	28	2196	0	0	0
4.626	1	1	463	7	2	28	2196	0	0	0
4.627	1	2	463	8	3	28	2196	0	0	0
4.628	1	4	463	9	4	28	2196	0	0	0
4.629	1	3	463	10	1	28	2196	0	0	0
4.63	1	1	464	1	2	28	2196	0	0	0
4.631	1	2	464	2	3	28	2196	0	0	0
4.632	1	4	464	3	4	28	2196	0	0	0
4.633	1	3	464	4	1	28	2196	0	0	0
4.634	1	1	464	5	2	28	2196	0	0	0
4.635	1	2	464	6	3	28	2196	0	0	0
4.636	1	4	464	7	4	28	2196	0	0	0
4.637	1	3	464	8	1	28	2196	0	0	0
4.638	1	1	464	9	2	28	2196	0	0	0
4.639	1	2	464	10	3	28	2196	0	0	0
4.64	1	4	465	1	4	28	2196	0	0	0
4.641	1	3	465	2	1	28	2196	0	0	0
4.642	1	1	465	3	2	28	2196	0	0	0
4.643	1	2	465	4	3	28	2196	0	0	0
4.644	1	4	465	5	4	28	2196	0	0	0
4.645	1	3	465	6	1	28	2196	0	0	0
4.646	1	1	465	7	2	28	2196	0	0	0
4.647	1	2	465	8	3	28	2196	0	0	0
4.648	1	4	465	9	4	28	2196	0	0	0
4.649	1	3	465	10	1	28	2196	0	0	0
4.65	1	1	466	1	2	28	2196	0	0	0
4.651	1	2	466	2	3	28	2196	0	0	0
4.652	1	4	466	3	4	28	2196	0	0	0
4.653	1	3	466	4	1	28	2196	0	0	0
4.654	1	1	466	5	2	28	2196	0	0	0
4.655	1	2	466	6	3	28	2196	0	0	0
4.656	1	4	466	7	4	28	2196	0	0	0
4.657	1	3	466	8	1	28	2196	0	0	0
4.658	1	1	466	9	2	28	2196	0	0	0
4.659	1	2	466	10	3	28	2196	0	0	0
4.66	1	4	467	1	4	28	2196	0	0	0
4.661	1	3	467	2	1	28	2196	0	0	0
4.662	1	1	467	3	2	28	2196	0	0	0
4.663	1	2	467	4	3	28	2196	0	0	0
4.664	1	4	467	5	4	28	2196	0	0	0
4.665	1	3	467	6	1	28	2196	0	0	0
4.666	1	1	467	7	2	28	2196	0	0	0
4.667	1	2	467	8	3	28	2196	0	0	0
4.668	1	4	467	9	4	28	2196	0	0	0
4.669	1	3	467	10	1	28	2196	0	0	0
4.67	1	1	468	1	2	28	2196	0	0	0
4.671	1	2	468	2	3	28	2196	0	0	0
4.672	1	4	468	3	4	28	2196	0	0	0
4.673	1	3	468	4	1	28	2196	0	0	0
4.674	1	1	468	5	2	28	2196	0	0	0
4.675	1	2	468	6	3	28	2196	0	0	0
4.676	1	4	468	7	4	28	2196	0	0	0
4.677	1	3	468	8	1	28	2196	0	0	0
4.678	1	1	468	9	2	28	2196	0	0	0
4.679	1	2	468	10	3	28	2196	0	0	0
4.68	1	4	469	1	4	28	2196	0	0	0
4.681	1	3	469	2	1	28	2196	0	0	0
4.682	1	1	469	3	2	28	2196	0	0	0
4.683	1	2	469	4	3	28	2196	0	0	0
4.684	1	4	469	5	4	28	2196	0	0	0
4.685	1	3	469	6	1	28	2196	0	0	0
4.686	1	1	469	7	2	28	2196	0	0	0
4.687	1	2	469	8	3	28	2196	0	0	0
4.688	1	4	469	9	4	28	2196	0	0	0
4.689	1	3	469	10	1	28	2196	0	0	0
4.69	1	1	470	1	2	28	2196	0	0	0
4.691	1	2	470	2	3	28	2196	0	0	0
4.692	1	4	470	3	4	28	2196	0	0	0
4.693	1	3	470	4	1	28	2196	0	0	0
4.694	1	1	470	5	2	28	2196	0	0	0
4.695	1	2	470	6	3	28	2196	0	0	0
4.696	1	4	470	7	4	28	2196	0	0	0
4.697	1	3	470	8	1	28	2196	0	0	0
4.698	1	1	470	9	2	28	2196	0	0	0
4.699	1	2	470	10	3	28	2196	0	0	0
4.7	1	4	471	1	4	28	2196	0	0	0
4.701	1	3	471	2	1	28	2196	0	0	0
4.702	1	1	471	3	2	28	2196	0	0	0
4.703	1	2	471	4	3	28	2196	0	0	0
4.704	1	4	471	5	4	28	2196	0	0	0
4.705	1	3	471	6	1	28	2196	0	0	0
4.706	1	1	471	7	2	28	2196	0	0	0
4.707	1	2	471	8	3	28	2196	0	0	0
4.708	1	4	471	9	4	28	2196	0	0	0
4.709	1	3	471	10	1	28	2196	0	0	0
4.71	1	1	472	1	2	28	2196	0	0	0
4.711	1	2	472	2	3	28	2196	0	0	0
4.712	1	4	472	3	4	28	2196	0	0	0
4.713	1	3	472	4	1	28	2196	0	0	0
4.714	1	1	472	5	2	28	2196	0	0	0
4.715	1	2	472	6	3	28	2196	0	0	0
4.716	1	4	472	7	4	28	2196	0	0	0
4.717	1	3	472	8	1	28	2196	0	0	0
4.718	1	1	472	9	2	28	2196	0	0	0
4.719	1	2	472	10	3	28	2196	0	0	0
4.72	1	4	473	1	4	28	2196	0	0	0
4.721	1	3	473	2	1	28	2196	0	0	0
4.722	1	1	473	3	2	28	2196	0	0	0
4.723	1	2	473	4	3	28	2196	0	0	0
4.724	1	4	473	5	4	28	2196	0	0	0
4.725	1	3	473	6	1	28	2196	0	0	0
4.726	1	1	473	7	2	28	2196	0	0	0
4.727	1	2	473	8	3	28	2196	0	0	0
4.728	1	4	473	9	4	28	2196	0	0	0
4.729	1	3	473	10	1	28	2196	0	0	0
4.73	1	1	474	1	2	28	2196	0	0	0
4.731	1	2	474	2	3	28	2196	0	0	0
4.732	1	4	474	3	4	28	2196	0	0	0
4.733	1	3	474	4	1	28	2196	0	0	0
4.734	1	1	474	5	2	28	2196	0	0	0
4.735	1	2	474	6	3	28	2196	0	0	0
4.736	1	4	474	7	4	28	2196	0	0	0
4.737	1	3	474	8	1	28	2196	0	0	0
4.738	1	1	474	9	2	28	2196	0	0	0
4.739	1	2	474	10	3	28	2196	0	0	0
4.74	1	4	475	1	4	28	2196	0	0	0
4.741	1	3	475	2	1	28	2196	0	0	0
4.742	1	1	475	3	2	28	2196	0	0	0
4.743	1	2	475	4	3	28	2196	0	0	0
4.744	1	4	475	5	4	28	2196	0	0	0
4.745	1	3	475	6	1	28	2196	0	0	0
4.746	1	1	475	7	2	28	2196	0	0	0
4.747	1	2	475	8	3	28	2196	0	0	0
4.748	1	4	475	9	4	28	2196	0	0	0
4.749	1	3	475	10	1	28	2196	0	0	0
4.75	1	1	476	1	2	28	2196	0	0	0
4.751	1	2	476	2	3	28	2196	0	0	0
4.752	1	4	476	3	4	28	2196	0	0	0
4.753	1	3	476	4	1	28	2196	0	0	0
4.754	1	1	476	5	2	28	2196	0	0	0
4.755	1	2	476	6	3	28	2196	0	0	0
4.756	1	4	476	7	4	28	2196	0	0	0
4.757	1	3	476	8	1	28	2196	0	0	0
4.758	1	1	476	9	2	28	2196	0	0	0
4.759	1	2	476	10	3	28	2196	0	0	0
4.76	1	4	477	1	4	28	2196	0	0	0
4.761	1	3	477	2	1	28	2196	0	0	0
4.762	1	1	477	3	2	28	2196	0	0	0
4.763	1	2	477	4	3	28	2196	0	0	0
4.764	1	4	477	5	4	28	2196	0	0	0
4.765	1	3	477	6	1	28	2196	0	0	0
4.766	1	1	477	7	2	28	2196	0	0	0
4.767	1	2	477	8	3	28	2196	0	0	0
4.768	1	4	477	9	4	28	2196	0	0	0
4.769	1	3	477	10	1	28	2196	0	0	0
4.77	1	1	478	1	2	28	2196	0	0	0
4.771	1	2	478	2	3	28	2196	0	0	0
4.772	1	4	478	3	4	28	2196	0	0	0
4.773	1	3	478	4	1	28	2196	0	0	0
4.774	1	1	478	5	2	28	2196	0	0	0
4.775	1	2	478	6	3	28	2196	0	0	0
4.776	1	4	478	7	4	28	2196	0	0	0
4.777	1	3	478	8	1	28	2196	0	0	0
4.778	1	1	478	9	2	28	2196	0	0	0
4.779	1	2	478	10	3	28	2196	0	0	0
4.78	1	4	479	1	4	28	2196	0	0	0
4.781	1	3	479	2	1	28	2196	0	0	0
4.782	1	1	479	3	2	28	2196	0	0	0
4.783	1	2	479	4	3	28	2196	0	0	0
4.784	1	4	479	5	4	28	2196	0	0	0
4.785	1	3	479	6	1	28	2196	0	0	0
4.786	1	1	479	7	2	28	2196	0	0	0
4.787	1	2	479	8	3	28	2196	0	0	0
4.788	1	4	479	9	4	28	2196	0	0	0
4.789	1	3	479	10	1	28	2196	0	0	0
4.79	1	1	480	1	2	28	2196	0	0	0
4.791	1	2	480	2	3	28	2196	0	0	0
4.792	1	4	480	3	4	28	2196	0	0	0
4.793	1	3	480	4	1	28	2196	0	0	0
4.794	1	1	480	5	2	28	2196	0	0	0
4.795	1	2	480	6	3	28	2196	0	0	0
4.796	1	4	480	7	4	28	2196	0	0	0
4.797	1	3	480	8	1	28	2196	0	0	0
4.798	1	1	480	9	2	28	2196	0	0	0
4.799	1	2	480	10	3	28	2196	0	0	0
4.8	1	4	481	1	4	28	2196	0	0	0
4.801	1	3	481	2	1	28	2196	0	0	0
4.802	1	1	481	3	2	28	2196	0	0	0
4.803	1	2	481	4	3	28	2196	0	0	0
4.804	1	4	481	5	4	28	2196	0	0	0
4.805	1	3	481	6	1	28	2196	0	0	0
4.806	1	1	481	7	2	28	2196	0	0	0
4.807	1	2	481	8	3	28	2196	0	0	0
4.808	1	4	481	9	4	28	2196	0	0	0
4.809	1	3	481	10	1	28	2196	0	0	0
4.81	1	1	482	1	2	28	2196	0	0	0
4.811	1	2	482	2	3	28	2196	0	0	0
4.812	1	4	482	3	4	28	2196	0	0	0
4.813	1	3	482	4	1	28	2196	0	0	0
4.814	1	1	482	5	2	28	2196	0	0	0
4.815	1	2	482	6	3	28	2196	0	0	0
4.816	1	4	482	7	4	28	2196	0	0	0
4.817	1	3	482	8	1	28	2196	0	0	0
4.818	1	1	482	9	2	28	2196	0	0	0
4.819	1	2	482	10	3	28	2196	0	0	0
4.82	1	4	483	1	4	28	2196	0	0	0
4.821	1	3	483	2	1	28	2196	0	0	0
4.822	1	1	483	3	2	28	2196	0	0	0
4.823	1	2	483	4	3	28	2196	0	0	0
4.824	1	4	483	5	4	28	2196	0	0	0
4.825	1	3	483	6	1	28	2196	0	0	0
4.826	1	1	483	7	2	28	2196	0	0	0
4.827	1	2	483	8	3	28	2196	0	0	0
4.828	1	4	483	9	4	28	2196	0	0	0
4.829	1	3	483	10	1	28	2196	0	0	0
4.83	1	1	484	1	2	28	2196	0	0	0
4.831	1	2	484	2	3	28	2196	0	0	0
4.832	1	4	484	3	4	28	2196	0	0	0
4.833	1	3	484	4	1	28	2196	0	0	0
4.834	1	1	484	5	2	28	2196	0	0	0
4.835	1	2	484	6	3	28	2196	0	0	0
4.836	1	4	484	7	4	28	2196	0	0	0
4.837	1	3	484	8	1	28	2196	0	0	0
4.838	1	1	484	9	2	28	2196	0	0	0
4.839	1	2	484	10	3	28	2196	0	0	0
4.84	1	4	485	1	4	28	2196	0	0	0
4.841	1	3	485	2	1	28	2196	0	0	0
4.842	1	1	485	3	2	28	2196	0	0	0
4.843	1	2	485	4	3	28	2196	0	0	0
4.844	1	4	485	5	4	28	2196	0	0	0
4.845	1	3	485	6	1	28	2196	0	0	0
4.846	1	1	485	7	2	28	2196	0	0	0
4.847	1	2	485	8	3	28	2196	0	0	0
4.848	1	4	485	9	4	28	2196	0	0	0
4.849	1	3	485	10	1	28	2196	0	0	0
4.85	1	1	486	1	2	28	2196	0	0	0
4.851	1	2	486	2	3	28	2196	0	0	0
4.852	1	4	486	3	4	28	2196	0	0	0
4.853	1	3	486	4	1	28	2196	0	0	0
4.854	1	1	486	5	2	28	2196	0	0	0
4.855	1	2	486	6	3	28	2196	0	0	0
4.856	1	4	486	7	4	28	2196	0	0	0
4.857	1	3	486	8	1	28	2196	0	0	0
4.858	1	1	486	9	2	28	2196	0	0	0
4.859	1	2	486	10	3	28	2196	0	0	0
4.86	1	4	487	1	4	28	2196	0	0	0
4.861	1	3	487	2	1	28	2196	0	0	0
4.862	1	1	487	3	2	28	2196	0	0	0
4.863	1	2	487	4	3	28	2196	0	0	0
4.864	1	4	487	5	4	28	2196	0	0	0
4.865	1	3	487	6	1	28	2196	0	0	0
4.866	1	1	487	7	2	28	2196	0	0	0
4.867	1	2	487	8	3	28	2196	0	0	0
4.868	1	4	487	9	4	28	2196	0	0	0
4.869	1	3	487	10	1	28	2196	0	0	0
4.87	1	1	488	1	2	28	2196	0	0	0
4.871	1	2	488	2	3	28	2196	0	0	0
4.872	1	4	488	3	4	28	2196	0	0	0
4.873	1	3	488	4	1	28	2196	0	0	0
4.874	1	1	488	5	2	28	2196	0	0	0
4.875	1	2	488	6	3	28	2196	0	0	0
4.876	1	4	488	7	4	28	2196	0	0	0
4.877	1	3	488	8	1	28	2196	0	0	0
4.878	1	1	488	9	2	28	2196	0	0	0
4.879	1	2	488	10	3	28	2196	0	0	0
4.88	1	4	489	1	4	28	2196	0	0	0
4.881	1	3	489	2	1	28	2196	0	0	0
4.882	1	1	489	3	2	28	2196	0	0	0
4.883	1	2	489	4	3	28	2196	0	0	0
4.884	1	4	489	5	4	28	2196	0	0	0
4.885	1	3	489	6	1	28	2196	0	0	0
4.886	1	1	489	7	2	28	2196	0	0	0
4.887	1	2	489	8	3	28	2196	0	0	0
4.888	1	4	489	9	4	28	2196	0	0	0
4.889	1	3	489	10	1	28	2196	0	0	0
4.89	1	1	490	1	2	28	2196	0	0	0
4.891	1	2	490	2	3	28	2196	0	0	0
4.892	1	4	490	3	4	28	2196	0	0	0
4.893	1	3	490	4	1	28	2196	0	0	0
4.894	1	1	490	5	2	28	2196	0	0	0
4.895	1	2	490	6	3	28	2196	0	0	0
4.896	1	4	490	7	4	28	2196	0	0	0
4.897	1	3	490	8	1	28	2196	0	0	0
4.898	1	1	490	9	2	28	2196	0	0	0
4.899	1	2	490	10	3	28	2196	0	0	0
4.9	1	4	491	1	4	28	2196	0	0	0
4.901	1	3	491	2	1	28	2196	0	0	0
4.902	1	1	491	3	2	28	2196	0	0	0
4.903	1	2	491	4	3	28	2196	0	0	0
4.904	1	4	491	5	4	28	2196	0	0	0
4.905	1	3	491	6	1	28	2196	0	0	0
4.906	1	1	491	7	2	28	2196	0	0	0
4.907	1	2	491	8	3	28	2196	0	0	0
4.908	1	4	491	9	4	28	2196	0	0	0
4.909	1	3	491	10	1	28	2196	0	0	0
4.91	1	1	492	1	2	28	2196	0	0	0
4.911	1	2	492	2	3	28	2196	0	0	0
4.912	1	4	492	3	4	28	2196	0	0	0
4.913	1	3	492	4	1	28	2196	0	0	0
4.914	1	1	492	5	2	28	2196	0	0	0
4.915	1	2	492	6	3	28	2196	0	0	0
4.916	1	4	492	7	4	28	2196	0	0	0
4.917	1	3	492	8	1	28	2196	0	0	0
4.918	1	1	492	9	2	28	2196	0	0	0
4.919	1	2	492	10	3	28	2196	0	0	0
4.92	1	4	493	1	4	28	2196	0	0	0
4.921	1	3	493	2	1	28	2196	0	0	0
4.922	1	1	493	3	2	28	2196	0	0	0
4.923	1	2	493	4	3	28	2196	0	0	0
4.924	1	4	493	5	4	28	2196	0	0	0
4.925	1	3	493	6	1	28	2196	0	0	0
4.926	1	1	493	7	2	28	2196	0	0	0
4.927	1	2	493	8	3	28	2196	0	0	0
4.928	1	4	493	9	4	28	2196	0	0	0
4.929	1	3	493	10	1	28	2196	0	0	0
4.93	1	1	494	1	2	28	2196	0	0	0
4.931	1	2	494	2	3	28	2196	0	0	0
4.932	1	4	494	3	4	28	2196	0	0	0
4.933	1	3	494	4	1	28	2196	0	0	0
4.934	1	1	494	5	2	28	2196	0	0	0
4.935	1	2	494	6	3	28	2196	0	0	0
4.936	1	4	494	7	4	28	2196	0	0	0
4.937	1	3	494	8	1	28	2196	0	0	0
4.938	1	1	494	9	2	28	2196	0	0	0
4.939	1	2	494	10	3	28	2196	0	0	0
4.94	1	4	495	1	4	28	2196	0	0	0
4.941	1	3	495	2	1	28	2196	0	0	0
4.942	1	1	495	3	2	28	2196	0	0	0
4.943	1	2	495	4	3	28	2196	0	0	0
4.944	1	4	495	5	4	28	2196	0	0	0
4.945	1	3	495	6	1	28	2196	0	0	0
4.946	1	1	495	7	2	28	2196	0	0	0
4.947	1	2	495	8	3	28	2196	0	0	0
